"row_id","icd9_code","short_title","long_title"
"9077","80346","Cl skull fx NEC-coma NOS","Other closed skull fracture with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
"9078","80349","Cl skull fx NEC-concuss","Other closed skull fracture with intracranial injury of other and unspecified nature, with concussion, unspecified"
"9115","85202","Subarach hem-brief coma","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"9116","85203","Subarach hem-mod coma","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"9117","85204","Subarach hem-prolng coma","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"9118","85205","Subarach hem-deep coma","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"9119","85206","Subarach hem-coma NOS","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"9120","85209","Subarach hem-concussion","Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"9129","85220","Traumatic subdural hem","Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"9130","85221","Subdural hem w/o coma","Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"9131","85222","Subdural hem-brief coma","Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"9132","85223","Subdural hemorr-mod coma","Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"9133","85224","Subdural hem-prolng coma","Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"9134","85225","Subdural hem-deep coma","Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"9135","85226","Subdural hemorr-coma NOS","Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"9136","85229","Subdural hem-concussion","Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"9137","85230","Subdural hem w opn wound","Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
"9145","85240","Traumatic extradural hem","Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
"9146","85241","Extradural hem w/o coma","Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
"9147","85242","Extradur hem-brief coma","Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness"
"9148","85243","Extradural hem-mod coma","Extradural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"9149","85244","Extradur hem-proln coma","Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"9150","85245","Extradural hem-deep coma","Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"9151","85246","Extradural hem-coma NOS","Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"9152","85249","Extadural hem-concuss","Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
"9281","80400","Cl skul fx w oth bone fx","Closed fractures involving skull or face with other bones, without mention of intracranial injury, unspecified state of consciousness"
"9282","80401","Cl skl w oth fx w/o coma","Closed fractures involving skull or face with other bones, without mention of intracranial injury, with no loss of consciousness"
"9283","80402","Cl skl w oth fx-brf coma","Closed fractures involving skull or face with other bones, without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
"9284","80403","Cl skl w oth fx-mod coma","Closed fractures involving skull or face with other bones, without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
"9285","80404","Cl skl/oth fx-proln coma","Closed fractures involving skull or face with other bones, without mention or intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"9286","80405","Cl skul/oth fx-deep coma","Closed fractures involving skull of face with other bones, without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
"9287","80406","Cl skl w oth fx-coma NOS","Closed fractures involving skull of face with other bones, without mention of intracranial injury, with loss of consciousness of unspecified duration"
"9288","80409","Cl skul w oth fx-concuss","Closed fractures involving skull of face with other bones, without mention of intracranial injury, with concussion, unspecified"
"9289","80410","Cl sk w oth fx/cereb lac","Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, unspecified state of consciousness"
"10167","V482","Mechanical prob w head","Mechanical and motor problems with head"
"14496","V8001","Screen-traumtc brain inj","Special screening for traumatic brain injury" 
"10323","81305","Fx radius head-closed","Closed fracture of head of radius"
"9746","95901","Head injury NOS","Head injury, unspecified"
"9508","9570","Inj superf nerv head/nck","Injury to superficial nerves of head and neck"
"10375","90082","Inj mlt head/neck vessel","Injury to multiple blood vessels of head and neck"
"10376","90089","Inj head/neck vessel NEC","Injury to other specified blood vessels of head and neck"
"10377","9009","Inj head/neck vessel NOS","Injury to unspecified blood vessel of head and neck"
"14099","85109","Cortex contus-concus NOS","Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified"
"14108","85120","Cerebral cortex lacerat","Cortex (cerebral) laceration without mention of open intracranial wound, unspecified state of consciousness"
"14109","85121","Cortex lacerat w/o coma","Cortex (cerebral) laceration without mention of open intracranial wound, with no loss of consciousness"
"14110","85122","Cortex lacera-brief coma","Cortex (cerebral) laceration without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"14111","85123","Cortex lacerat-mod coma","Cortex (cerebral) laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"14112","85124","Cortex lacerat-prol coma","Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
"14113","85125","Cortex lacerat-deep coma","Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"14114","85126","Cortex lacerat-coma NOS","Cortex (cerebral) laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"14115","85129","Cortex lacerat-concuss","Cortex (cerebral) laceration without mention of open intracranial wound, with concussion, unspecified"
"14124","85140","Cerebel/brain stm contus","Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness"
"14125","85141","Cerebell contus w/o coma","Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness"
"14126","85142","Cerebell contus-brf coma","Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
"14127","85143","Cerebell contus-mod coma","Cerebellar or brain stem contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
"14128","85144","Cerebel contus-prol coma","Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level"
"14129","85145","Cerebel contus-deep coma","Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
"14130","85146","Cerebell contus-coma NOS","Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
"14131","85149","Cerebell contus-concuss","Cerebellar or brain stem contusion without mention of open intracranial wound, with concussion, unspecified"
